aircompany,origen,destino,distancia,avion,con_escala,consumo_kg,duracion,ingresos,id_vuelo,mes
Airnar,Cincinnati,Bali,15011,Boeing 737,True,37935.7992,1340,531157.39,Air_CiBa_10737,Jul23
FlyQ,Barcelona,Bali,13058,Boeing 747,True,159242.83232,1070,773227.98,Fly_BaBa_10747,Jul23
Airnar,París,Cincinnati,6370,Airbus A380,False,73637.2,444,390653.93,Air_PaCi_11380,Jul23
Airnar,Ginebra,Bali,12383,Airbus A380,False,150304.854,845,774968.49,Air_GiBa_11380,Jul23
Airnar,Cincinnati,Cádiz,6624,Boeing 737,False,17384.0256,523,225229.33,Air_CiCa_10737,Jul23
FlyQ,Barcelona,Bali,13058,Airbus A380,True,171117.464128,1070,795136.43,Fly_BaBa_11380,Jul23
FlyQ,Bali,Roma,12738,Boeing 737,True,32835.303072,1167,432084.35,Fly_BaRo_10737,Jul23
Airnar,Ginebra,Cádiz,1725,Boeing 737,False,4275.585,151,59240.55,Air_GiCa_10737,Jul23
MoldaviAir,Cincinnati,París,6370,Airbus A380,False,73637.2,444,412082.82,Mol_CiPa_11380,Jul23
Airnar,Los Angeles,París,9099,Boeing 747,False,96995.34,626,560433.83,Air_LoPa_10747,Jul23
MoldaviAir,París,Melbourne,16925,Boeing 747,True,195142.8128,1328,1026163.72,Mol_PaMe_10747,Jul23
MoldaviAir,Cádiz,París,1447,Airbus A380,False,17730.9592,116,93581.95,Mol_CaPa_11380,Jul23
FlyQ,Barcelona,Nueva York,6170,Airbus A320,True,16911.4764,567,245586.23,Fly_BaNu_11320,Jul23
PamPangea,Ginebra,París,411,Boeing 747,False,4687.948200000001,47,25233.05,Pam_GiPa_10747,Jul23
PamPangea,Melbourne,Ginebra,16674,Airbus A380,True,218503.032384,1311,1081369.98,Pam_MeGi_11380,Jul23
TabarAir,Nueva York,Ginebra,6206,Airbus A380,False,71741.36,433,408792.61,Tab_NuGi_11380,Jul23
TabarAir,Roma,Cincinnati,7480,Airbus A380,False,91656.928,518,462132.88,Tab_RoCi_11380,Jul23
MoldaviAir,Melbourne,Londres,16900,Airbus A380,True,207242.1312,1326,1035382.61,Mol_MeLo_11380,Jul23
TabarAir,Nueva York,Los Angeles,3944,Boeing 737,False,10063.116,319,136929.77,Tab_NuLo_10737,Jul23
MoldaviAir,Londres,Bali,12553,Boeing 737,True,32675.659848,1153,464493.84,Mol_LoBa_10737,Jul23
FlyQ,Ginebra,Roma,698,Boeing 747,False,8184.748000000001,66,42824.94,Fly_GiRo_10747,Jul23
FlyQ,Nueva York,Bali,16589,Airbus A380,True,205422.781408,1305,1071750.83,Fly_NuBa_11380,Jul23
PamPangea,Londres,Bali,12553,Boeing 747,False,144520.1784,856,713482.82,Pam_LoBa_10747,Jul23
TabarAir,Ginebra,Los Angeles,9103,Boeing 747,False,97037.98,626,522523.33,Tab_GiLo_10747,Jul23
Airnar,Cádiz,París,1447,Airbus A380,False,18232.7788,116,92802.75,Air_CaPa_11380,Jul23
Airnar,Ginebra,Cincinnati,6969,Boeing 747,False,74289.54000000001,484,424096.72,Air_GiCi_10747,Jul23
PamPangea,Londres,Melbourne,16900,Boeing 747,True,194854.5664,1326,1008291.74,Pam_LoMe_10747,Jul23
TabarAir,Londres,Los Angeles,8785,Boeing 747,False,94584.581,605,534688.43,Tab_LoLo_10747,Jul23
TabarAir,Roma,Nueva York,6877,Boeing 747,False,75508.0846,478,398236.35,Tab_RoNu_10747,Jul23
FlyQ,Nueva York,Roma,6877,Boeing 747,False,80639.70200000002,478,423297.4,Fly_NuRo_10747,Jul23
PamPangea,Nueva York,Melbourne,16082,Airbus A380,True,193344.2368,1272,966116.15,Pam_NuMe_11380,Jul23
PamPangea,Bali,Ginebra,12383,Airbus A380,False,144578.9548,845,751393.48,Pam_BaGi_11380,Jul23
MoldaviAir,Melbourne,Londres,16900,Airbus A380,True,221464.6304,1326,1087235.02,Mol_MeLo_11380,Jul23
MoldaviAir,Melbourne,Cádiz,20029,Boeing 747,True,226490.495712,1535,1228294.98,Mol_MeCa_10747,Jul23
PamPangea,Nueva York,Ginebra,6206,Airbus A320,True,17496.153792,569,253203.47,Pam_NuGi_11320,Jul23
MoldaviAir,Londres,París,344,Airbus A380,False,4294.771200000001,42,21498.27,Mol_LoPa_11380,Jul23
PamPangea,París,Nueva York,5835,Boeing 737,False,14888.0025,463,216222.5,Pam_PaNu_10737,Jul23
MoldaviAir,Melbourne,Londres,16900,Boeing 737,True,43563.87360000001,1483,589479.2,Mol_MeLo_10737,Jul23
MoldaviAir,París,Cádiz,1447,Airbus A320,False,3704.6094,124,59569.46,Mol_PaCa_11320,Jul23
MoldaviAir,París,Bali,11980,Boeing 737,True,32395.16592000001,1029,422859.84,Mol_PaBa_10737,Jul23
FlyQ,Roma,Barcelona,859,Boeing 737,False,2108.2437,85,29166.33,Fly_RoBa_10737,Jul23
TabarAir,Los Angeles,Roma,10077,Boeing 747,False,113866.0692,691,594309.53,Tab_LoRo_10747,Jul23
MoldaviAir,Cádiz,Melbourne,20029,Airbus A380,True,245612.582592,1535,1213685.66,Mol_CaMe_11380,Jul23
Airnar,Cincinnati,Cádiz,6624,Airbus A380,False,78870.6432,461,403370.97,Air_CiCa_11380,Jul23
MoldaviAir,Cincinnati,Melbourne,15262,Boeing 747,True,184428.694112,1217,926781.63,Mol_CiMe_10747,Jul23
MoldaviAir,Cincinnati,Cádiz,6624,Airbus A320,True,18328.766976,600,255926.19,Mol_CiCa_11320,Jul23
PamPangea,Ginebra,Nueva York,6206,Boeing 737,False,15532.9974,491,215524.43,Pam_GiNu_10737,Jul23
MoldaviAir,Londres,París,344,Airbus A320,False,906.612,44,13177.22,Mol_LoPa_11320,Jul23
TabarAir,Londres,Cincinnati,6284,Airbus A320,True,17716.053888,575,255016.31,Tab_LoCi_11320,Jul23
MoldaviAir,Cincinnati,Londres,6284,Airbus A380,False,74822.33120000002,438,386596.37,Mol_CiLo_11380,Jul23
FlyQ,Cincinnati,Barcelona,6763,Boeing 747,False,76419.19480000001,470,380831.36,Fly_CiBa_10747,Jul23
PamPangea,Bali,Ginebra,12383,Boeing 737,True,33484.91983200001,1140,456649.46,Pam_BaGi_10737,Jul23
TabarAir,Los Angeles,Roma,10077,Boeing 747,False,116014.4856,691,583607.36,Tab_LoRo_10747,Jul23
TabarAir,Nueva York,Roma,6877,Airbus A380,False,83473.02600000001,478,434638.57,Tab_NuRo_11380,Jul23
TabarAir,Cincinnati,Nueva York,911,Airbus A320,False,2515.271,86,37571.81,Tab_CiNu_11320,Jul23
FlyQ,Barcelona,Ginebra,660,Airbus A320,False,1689.732,67,26074.0,Fly_BaGi_11320,Jul23
FlyQ,Bali,Barcelona,13058,Airbus A380,True,167977.694144,1070,845969.41,Fly_BaBa_11380,Jul23
FlyQ,Barcelona,Nueva York,6170,Airbus A380,False,72038.452,431,396371.19,Fly_BaNu_11380,Jul23
FlyQ,Roma,Ginebra,698,Airbus A320,False,1751.98,70,28042.05,Fly_RoGi_11320,Jul23
MoldaviAir,Bali,Londres,12553,Airbus A380,False,145112.68,856,777232.88,Mol_BaLo_11380,Jul23
Airnar,Los Angeles,Bali,12845,Boeing 737,True,35058.83472000001,1175,449605.11,Air_LoBa_10737,Jul23
TabarAir,Roma,Londres,1433,Boeing 737,False,3795.5871,128,52726.09,Tab_RoLo_10737,Jul23
FlyQ,Ginebra,Barcelona,660,Boeing 747,False,7317.024,64,40135.53,Fly_GiBa_10747,Jul23
FlyQ,Cincinnati,Roma,7480,Airbus A320,True,20892.59744,662,281596.81,Fly_CiRo_11320,Jul23
MoldaviAir,Londres,Cincinnati,6284,Airbus A320,True,17716.053888,575,248723.27,Mol_LoCi_11320,Jul23
FlyQ,Bali,Barcelona,13058,Boeing 747,True,146213.873312,1070,777764.62,Fly_BaBa_10747,Jul23
TabarAir,Londres,Ginebra,739,Airbus A320,False,1873.4389,73,28532.2,Tab_LoGi_11320,Jul23
TabarAir,Los Angeles,Londres,8785,Boeing 737,False,22841.87850000001,687,303857.31,Tab_LoLo_10737,Jul23
FlyQ,Cincinnati,Barcelona,6763,Airbus A320,True,17654.1352,610,263667.56,Fly_CiBa_11320,Jul23
MoldaviAir,Melbourne,Cádiz,20029,Boeing 747,True,233151.98088,1535,1174072.42,Mol_MeCa_10747,Jul23
Airnar,Ginebra,Cincinnati,6969,Boeing 747,False,78004.017,484,430613.65,Air_GiCi_10747,Jul23
Airnar,Los Angeles,Bali,12845,Boeing 747,True,145252.90416,1056,781617.54,Air_LoBa_10747,Jul23
Airnar,París,Cincinnati,6370,Boeing 737,False,15633.891,503,215549.06,Air_PaCi_10737,Jul23
Airnar,Ginebra,París,411,Airbus A380,False,5226.276,47,26376.1,Air_GiPa_11380,Jul23
FlyQ,Bali,Ginebra,12383,Boeing 737,True,34110.80618400001,1140,423106.32,Fly_BaGi_10737,Jul23
MoldaviAir,Melbourne,Bali,2779,Boeing 737,False,7090.6185,231,100156.47,Mol_MeBa_10737,Jul23
TabarAir,Los Angeles,Londres,8785,Airbus A380,False,105616.784,605,537898.51,Tab_LoLo_11380,Jul23
Airnar,Cádiz,París,1447,Airbus A380,False,18400.052,116,91549.88,Air_CaPa_11380,Jul23
Airnar,París,Los Angeles,9099,Boeing 737,False,22110.57,711,318989.24,Air_PaLo_10737,Jul23
PamPangea,París,Melbourne,16925,Boeing 747,True,202648.3056,1328,992778.07,Pam_PaMe_10747,Jul23
MoldaviAir,Melbourne,Cádiz,20029,Airbus A380,True,260060.3815680001,1535,1294101.68,Mol_MeCa_11380,Jul23
TabarAir,Roma,Londres,1433,Airbus A380,False,17228.0992,115,90554.51,Tab_RoLo_11380,Jul23
PamPangea,Londres,París,344,Boeing 737,False,869.3568000000001,46,12179.44,Pam_LoPa_10737,Jul23
TabarAir,Roma,Londres,1433,Boeing 737,False,3760.7652,128,48828.4,Tab_RoLo_10737,Jul23
PamPangea,Melbourne,París,16925,Boeing 747,True,206401.052,1328,1033276.55,Pam_MePa_10747,Jul23
FlyQ,Cincinnati,Roma,7480,Boeing 747,False,79736.8,518,425515.4,Fly_CiRo_10747,Jul23
FlyQ,Cincinnati,Barcelona,6763,Airbus A320,True,18360.300608,610,270901.26,Fly_CiBa_11320,Jul23
TabarAir,Ginebra,Los Angeles,9103,Boeing 747,False,98008.3598,626,538987.62,Tab_GiLo_10747,Jul23
MoldaviAir,Londres,París,344,Airbus A320,False,906.612,44,12949.53,Mol_LoPa_11320,Jul23
MoldaviAir,París,Cincinnati,6370,Airbus A320,True,17293.37792,581,261829.55,Mol_PaCi_11320,Jul23
FlyQ,Barcelona,Roma,859,Boeing 737,False,2212.6122,85,29752.11,Fly_BaRo_10737,Jul23
TabarAir,Cincinnati,Roma,7480,Boeing 737,False,18721.692,588,267317.99,Tab_CiRo_10737,Jul23
Airnar,Cádiz,París,1447,Airbus A320,False,3740.9291,124,59679.49,Air_CaPa_11320,Jul23
TabarAir,Londres,Nueva York,5566,Boeing 737,False,13660.6338,442,198126.17,Tab_LoNu_10737,Jul23
Airnar,Ginebra,Bali,12383,Airbus A380,False,151736.3288,845,813220.96,Air_GiBa_11380,Jul23
MoldaviAir,Cincinnati,Londres,6284,Boeing 747,False,67657.3144,438,385467.61,Mol_CiLo_10747,Jul23
MoldaviAir,Bali,Cincinnati,15011,Boeing 737,True,38315.15719200001,1340,529940.11,Mol_BaCi_10737,Jul23
FlyQ,Cincinnati,Ginebra,6969,Boeing 737,False,17781.4035,549,252199.25,Fly_CiGi_10737,Jul23
MoldaviAir,Londres,Melbourne,16900,Boeing 737,True,46126.4544,1483,577646.4,Mol_LoMe_10737,Jul23
MoldaviAir,París,Cincinnati,6370,Airbus A380,False,81000.92,444,419148.02,Mol_PaCi_11380,Jul23
PamPangea,Bali,Ginebra,12383,Airbus A380,False,154599.2784,845,777797.29,Pam_BaGi_11380,Jul23
FlyQ,Roma,Bali,12738,Boeing 747,True,149691.676992,1049,752824.68,Fly_RoBa_10747,Jul23
FlyQ,Roma,Bali,12738,Airbus A380,False,150196.3056,869,768844.25,Fly_RoBa_11380,Jul23
FlyQ,Barcelona,Cincinnati,6763,Boeing 737,False,16762.7718,533,240330.3,Fly_BaCi_10737,Jul23
PamPangea,Nueva York,París,5835,Airbus A380,False,68801.652,409,370235.54,Pam_NuPa_11380,Jul23
PamPangea,Ginebra,Melbourne,16674,Boeing 747,True,199643.004288,1311,946395.63,Pam_GiMe_10747,Jul23
MoldaviAir,Cincinnati,Bali,15011,Boeing 737,True,39453.23116800001,1340,529937.78,Mol_CiBa_10737,Jul23
MoldaviAir,Cádiz,Melbourne,20029,Boeing 737,True,52641.98035200001,1721,683655.75,Mol_CaMe_10737,Jul23
FlyQ,Bali,Ginebra,12383,Airbus A380,False,144578.9548,845,780156.79,Fly_BaGi_11380,Jul23
MoldaviAir,Melbourne,Londres,16900,Boeing 737,True,43136.7768,1483,596980.69,Mol_MeLo_10737,Jul23
TabarAir,Nueva York,Ginebra,6206,Boeing 747,False,70786.87720000002,433,363966.3,Tab_NuGi_10747,Jul23
TabarAir,Nueva York,Ginebra,6206,Airbus A320,True,17496.153792,569,245210.8,Tab_NuGi_11320,Jul23
MoldaviAir,Bali,Londres,12553,Boeing 747,False,137829.4294,856,744319.8,Mol_BaLo_10747,Jul23
Airnar,Bali,París,11980,Boeing 737,True,33000.68304,1029,430401.3,Air_BaPa_10737,Jul23
MoldaviAir,Cádiz,Melbourne,20029,Boeing 737,True,55679.01768000001,1721,722798.27,Mol_CaMe_10737,Jul23
FlyQ,Ginebra,Barcelona,660,Boeing 747,False,7457.736000000001,64,37754.37,Fly_GiBa_10747,Jul23
PamPangea,Londres,Melbourne,16900,Boeing 747,True,202348.9728,1326,986776.78,Pam_LoMe_10747,Jul23
TabarAir,Los Angeles,Nueva York,3944,Airbus A380,False,48328.1984,282,256517.49,Tab_LoNu_11380,Jul23
Airnar,Ginebra,Bali,12383,Airbus A380,False,147441.9044,845,759538.06,Air_GiBa_11380,Jul23
TabarAir,Londres,Roma,1433,Boeing 737,False,3482.19,128,48988.34,Tab_LoRo_10737,Jul23
Airnar,Ginebra,Bali,12383,Boeing 737,True,31607.26077600001,1140,454347.9,Air_GiBa_10737,Jul23
TabarAir,Londres,Cincinnati,6284,Boeing 747,False,71006.6864,438,357104.46,Tab_LoCi_10747,Jul23
PamPangea,París,Nueva York,5835,Boeing 747,False,62823.111,409,346375.62,Pam_PaNu_10747,Jul23
MoldaviAir,Melbourne,Londres,16900,Boeing 737,True,42709.68,1483,619220.59,Mol_MeLo_10737,Jul23
PamPangea,Nueva York,París,5835,Airbus A320,True,16602.53556,542,220273.5,Pam_NuPa_11320,Jul23
MoldaviAir,Melbourne,Londres,16900,Boeing 747,True,194854.5664,1326,996595.45,Mol_MeLo_10747,Jul23
PamPangea,París,Melbourne,16925,Airbus A380,True,211618.2848,1328,1089477.56,Pam_PaMe_11380,Jul23
MoldaviAir,Cádiz,Cincinnati,6624,Boeing 737,False,16418.2464,523,244607.88,Mol_CaCi_10737,Jul23
PamPangea,París,Bali,11980,Boeing 747,False,137923.344,818,721877.04,Pam_PaBa_10747,Jul23
FlyQ,Nueva York,Bali,16589,Boeing 737,True,42762.19521600001,1459,599305.27,Fly_NuBa_10737,Jul23
TabarAir,Roma,Nueva York,6877,Boeing 747,False,76974.26100000001,478,387692.61,Tab_RoNu_10747,Jul23
FlyQ,Barcelona,Nueva York,6170,Boeing 737,False,16192.548,488,211667.56,Fly_BaNu_10737,Jul23
Airnar,París,Cádiz,1447,Boeing 747,False,15887.7706,116,86136.41,Air_PaCa_10747,Jul23
MoldaviAir,Cádiz,Cincinnati,6624,Boeing 747,False,74848.5504,461,387759.73,Mol_CaCi_10747,Jul23
FlyQ,Barcelona,Roma,859,Boeing 747,False,9706.3564,77,50013.66,Fly_BaRo_10747,Jul23
Airnar,Los Angeles,París,9099,Airbus A380,False,110443.662,626,548039.89,Air_LoPa_11380,Jul23
PamPangea,Londres,París,344,Airbus A320,False,863.4399999999999,44,13344.71,Pam_LoPa_11320,Jul23
TabarAir,Nueva York,Ginebra,6206,Boeing 737,False,16437.8322,491,228823.18,Tab_NuGi_10737,Jul23
Airnar,Cincinnati,Los Angeles,3073,Boeing 737,False,7990.107300000001,253,108129.33,Air_CiLo_10737,Jul23
MoldaviAir,Cincinnati,Melbourne,15262,Boeing 747,True,177660.66864,1217,941444.96,Mol_CiMe_10747,Jul23
MoldaviAir,Cincinnati,Melbourne,15262,Airbus A380,True,201834.45568,1217,957886.42,Mol_CiMe_11380,Jul23
Airnar,París,Bali,11980,Boeing 737,True,33303.44160000001,1029,436856.33,Air_PaBa_10737,Jul23
FlyQ,Bali,Cincinnati,15011,Airbus A380,True,193101.023648,1200,973964.95,Fly_BaCi_11380,Jul23
FlyQ,Cincinnati,Bali,15011,Boeing 747,True,173074.668416,1200,859799.96,Fly_CiBa_10747,Jul23
FlyQ,Cincinnati,Nueva York,911,Boeing 737,False,2280.1419,89,32943.91,Fly_CiNu_10737,Jul23
TabarAir,Londres,Roma,1433,Boeing 747,False,16803.358,115,86762.91,Tab_LoRo_10747,Jul23
FlyQ,Barcelona,Bali,13058,Airbus A380,True,166407.809152,1070,790172.51,Fly_BaBa_11380,Jul23
TabarAir,Ginebra,Londres,739,Boeing 737,False,1957.3893,76,25922.75,Tab_GiLo_10737,Jul23
TabarAir,Nueva York,Roma,6877,Airbus A380,False,85857.96960000001,478,451341.25,Tab_NuRo_11380,Jul23
Airnar,Ginebra,Los Angeles,9103,Airbus A320,True,24950.59476,779,347323.98,Air_GiLo_11320,Jul23
Airnar,Bali,Cádiz,12798,Boeing 737,True,35253.98510400001,1171,460592.06,Air_BaCa_10737,Jul23
PamPangea,París,Bali,11980,Airbus A380,False,144028.352,818,775586.99,Pam_PaBa_11380,Jul23
Airnar,Bali,Ginebra,12383,Boeing 747,False,132002.78,845,756015.63,Air_BaGi_10747,Jul23
TabarAir,Ginebra,Londres,739,Boeing 747,False,8507.959200000001,69,43066.12,Tab_GiLo_10747,Jul23
MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,True,40498.63272,1359,540534.86,Mol_MeCi_10737,Jul23
Airnar,Cincinnati,Los Angeles,3073,Boeing 737,False,7691.411700000001,253,104475.04,Air_CiLo_10737,Jul23
MoldaviAir,París,Cincinnati,6370,Airbus A320,True,17459.6604,581,258429.54,Mol_PaCi_11320,Jul23
PamPangea,Londres,Nueva York,5566,Boeing 737,False,14336.9028,442,199064.31,Pam_LoNu_10737,Jul23
MoldaviAir,Melbourne,París,16925,Airbus A380,True,205513.9112,1328,1021531.76,Mol_MePa_11380,Jul23
Airnar,Los Angeles,París,9099,Boeing 737,False,23658.3099,711,321919.96,Air_LoPa_10737,Jul23
TabarAir,Cincinnati,Roma,7480,Boeing 747,False,79736.8,518,436181.44,Tab_CiRo_10747,Jul23
PamPangea,París,Londres,344,Airbus A320,False,915.2464,44,13842.07,Pam_PaLo_11320,Jul23
Airnar,Bali,París,11980,Boeing 747,False,131538.004,818,703670.33,Air_BaPa_10747,Jul23
FlyQ,Nueva York,Roma,6877,Airbus A380,False,87447.93200000002,478,435727.7,Fly_NuRo_11380,Jul23
PamPangea,Nueva York,Ginebra,6206,Airbus A380,False,76763.2552,433,408715.39,Pam_NuGi_11380,Jul23
MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,True,40884.333984,1359,536842.32,Mol_MeCi_10737,Jul23
Airnar,París,Cádiz,1447,Airbus A380,False,18400.052,116,91463.45,Air_PaCa_11380,Jul23
MoldaviAir,Bali,Cincinnati,15011,Boeing 737,True,38694.515184,1340,512135.34,Mol_BaCi_10737,Jul23
Airnar,Cincinnati,París,6370,Airbus A320,True,18291.0728,581,239799.27,Air_CiPa_11320,Jul23
MoldaviAir,París,Cincinnati,6370,Airbus A380,False,79528.176,444,397166.36,Mol_PaCi_11380,Jul23
PamPangea,Londres,París,344,Airbus A320,False,949.784,44,13591.51,Pam_LoPa_11320,Jul23
Airnar,Cincinnati,París,6370,Airbus A380,False,78791.804,444,394727.51,Air_CiPa_11380,Jul23
TabarAir,Londres,Los Angeles,8785,Boeing 747,False,94584.581,605,502684.75,Tab_LoLo_10747,Jul23
PamPangea,Melbourne,Ginebra,16674,Boeing 737,True,43402.688784,1466,603793.24,Pam_MeGi_10737,Jul23
PamPangea,Bali,París,11980,Boeing 737,True,32092.40736,1029,429257.03,Pam_BaPa_10737,Jul23
FlyQ,Nueva York,Ginebra,6206,Airbus A380,False,75328.428,433,402528.32,Fly_NuGi_11380,Jul23
MoldaviAir,Melbourne,París,16925,Airbus A380,True,215687.8672,1328,1026167.76,Mol_MePa_11380,Jul23
Airnar,Bali,París,11980,Airbus A380,False,152337.68,818,743870.96,Air_BaPa_11380,Jul23
Airnar,Los Angeles,Cincinnati,3073,Airbus A320,False,8330.2884,242,125441.51,Air_LoCi_11320,Jul23
Airnar,Cincinnati,París,6370,Airbus A380,False,79528.176,444,413896.8,Air_CiPa_11380,Jul23
TabarAir,Roma,Nueva York,6877,Airbus A380,False,85062.98840000002,478,423549.43,Tab_RoNu_11380,Jul23
FlyQ,Barcelona,Bali,13058,Boeing 737,True,33990.18292800001,1191,467624.21,Fly_BaBa_10737,Jul23
TabarAir,Londres,Ginebra,739,Boeing 737,False,1867.6008,76,25015.65,Tab_LoGi_10737,Jul23
TabarAir,Ginebra,Nueva York,6206,Boeing 737,False,15532.9974,491,215425.11,Tab_GiNu_10737,Jul23
TabarAir,Londres,Nueva York,5566,Boeing 737,False,13795.8876,442,189481.13,Tab_LoNu_10737,Jul23
PamPangea,Bali,París,11980,Airbus A380,False,138488.8,818,730007.44,Pam_BaPa_11380,Jul23
Airnar,París,Cádiz,1447,Boeing 747,False,16504.7714,116,88928.31,Air_PaCa_10747,Jul23
MoldaviAir,Cádiz,Bali,12798,Airbus A380,False,149424.3288,873,835832.29,Mol_CaBa_11380,Jul23
Airnar,Cádiz,Cincinnati,6624,Airbus A320,True,18328.766976,600,265823.98,Air_CaCi_11320,Jul23
Airnar,Cincinnati,Ginebra,6969,Airbus A320,True,19101.47148,624,263040.13,Air_CiGi_11320,Jul23
PamPangea,Melbourne,Bali,2779,Boeing 737,False,7158.148200000001,231,97705.26,Pam_MeBa_10737,Jul23
MoldaviAir,París,Melbourne,16925,Boeing 737,True,45766.96020000001,1485,599294.34,Mol_PaMe_10737,Jul23
TabarAir,Londres,Cincinnati,6284,Airbus A380,False,78454.48320000002,438,397128.82,Tab_LoCi_11380,Jul23
MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,True,38955.827664,1359,518775.84,Mol_MeCi_10737,Jul23
PamPangea,Ginebra,Melbourne,16674,Boeing 737,True,44245.45944000001,1466,615915.27,Pam_GiMe_10737,Jul23
Airnar,Ginebra,Bali,12383,Boeing 747,False,137282.8912,845,708619.53,Air_GiBa_10747,Jul23
PamPangea,Londres,Nueva York,5566,Boeing 747,False,62300.238,391,332587.34,Pam_LoNu_10747,Jul23
MoldaviAir,Melbourne,Londres,16900,Boeing 747,True,194854.5664,1326,999009.45,Mol_MeLo_10747,Jul23
MoldaviAir,Bali,París,11980,Boeing 747,False,128983.868,818,682352.24,Mol_BaPa_10747,Jul23
