aircompany,origen,destino,distancia,avion,con_escala,consumo_kg,duracion,ingresos,id_vuelo,mes
Airnar,Cádiz,Cincinnati,6624,Boeing 747,False,72024.0768,461,384677.33,Air_CaCi_10747,Jul23
Airnar,París,Cincinnati,6370,Boeing 737,False,16872.219,503,230847.6,Air_PaCi_10737,Jul23
FlyQ,Barcelona,Nueva York,6170,Boeing 737,False,15143.031,488,220770.96,Fly_BaNu_10737,Jul23
MoldaviAir,Londres,París,344,Boeing 747,False,3740.3808,42,19586.26,Mol_LoPa_10747,Jul23
FlyQ,Roma,Bali,12738,Airbus A380,False,159031.3824,869,799543.96,Fly_RoBa_11380,Jul23
TabarAir,Roma,Ginebra,698,Boeing 737,False,1797.9084,73,23609.97,Tab_RoGi_10737,Jul23
Airnar,Bali,Ginebra,12383,Boeing 737,True,31607.26077600001,1140,424189.25,Air_BaGi_10737,Jul23
Airnar,Bali,Cádiz,12798,Airbus A380,False,150903.7776,873,820996.71,Air_BaCa_11380,Jul23
Airnar,París,Ginebra,411,Airbus A380,False,5131.2528,47,26570.34,Air_PaGi_11380,Jul23
TabarAir,Ginebra,Londres,739,Boeing 737,False,1813.7277,76,26042.98,Tab_GiLo_10737,Jul23
Airnar,Cádiz,Bali,12798,Airbus A380,False,156821.5728,873,769380.03,Air_CaBa_11380,Jul23
Airnar,Cincinnati,Ginebra,6969,Airbus A320,True,19101.47148,624,263758.04,Air_CiGi_11320,Jul23
Airnar,Cádiz,Bali,12798,Airbus A380,False,147944.88,873,806645.24,Air_CaBa_11380,Jul23
TabarAir,Ginebra,Los Angeles,9103,Boeing 737,False,23668.7103,711,311612.74,Tab_GiLo_10737,Jul23
FlyQ,Roma,Bali,12738,Airbus A380,False,154613.844,869,801182.06,Fly_RoBa_11380,Jul23
Airnar,Cincinnati,París,6370,Boeing 747,False,67904.2,444,372768.6,Air_CiPa_10747,Jul23
Airnar,Bali,Ginebra,12383,Airbus A380,False,148873.3792,845,774355.81,Air_BaGi_11380,Jul23
FlyQ,Cincinnati,Bali,15011,Boeing 737,True,40211.94715200001,1340,543460.86,Fly_CiBa_10737,Jul23
MoldaviAir,Bali,París,11980,Boeing 737,True,31789.6488,1029,441927.9,Mol_BaPa_10737,Jul23
FlyQ,Barcelona,Nueva York,6170,Airbus A380,False,72751.704,431,370870.91,Fly_BaNu_11380,Jul23
PamPangea,Melbourne,Nueva York,16082,Airbus A380,True,193344.2368,1272,1024330.78,Pam_MeNu_11380,Jul23
MoldaviAir,Cádiz,Melbourne,20029,Boeing 737,True,52135.807464,1721,690070.14,Mol_CaMe_10737,Jul23
PamPangea,París,Melbourne,16925,Airbus A380,True,203479.12,1328,1062871.03,Pam_PaMe_11380,Jul23
FlyQ,Cincinnati,Roma,7480,Boeing 737,False,18358.164,588,265452.23,Fly_CiRo_10737,Jul23
MoldaviAir,Cádiz,Bali,12798,Airbus A380,False,150903.7776,873,788039.96,Mol_CaBa_11380,Jul23
TabarAir,Londres,Roma,1433,Airbus A380,False,16731.1348,115,88879.07,Tab_LoRo_11380,Jul23
PamPangea,Londres,París,344,Boeing 747,False,3887.0624,42,19437.6,Pam_LoPa_10747,Jul23
TabarAir,Los Angeles,Ginebra,9103,Airbus A380,False,107335.2936,626,552607.76,Tab_LoGi_11380,Jul23
TabarAir,Ginebra,Nueva York,6206,Airbus A320,True,17820.15664,569,251481.67,Tab_GiNu_11320,Jul23
MoldaviAir,Bali,Londres,12553,Airbus A380,False,148014.9336,856,783526.69,Mol_BaLo_11380,Jul23
FlyQ,Nueva York,Roma,6877,Airbus A320,True,18490.272424,618,270730.24,Fly_NuRo_11320,Jul23
FlyQ,Cincinnati,Roma,7480,Boeing 747,False,82926.27200000001,518,427057.14,Fly_CiRo_10747,Jul23
MoldaviAir,Cincinnati,Melbourne,15262,Airbus A380,True,187155.586176,1217,934896.59,Mol_CiMe_11380,Jul23
MoldaviAir,Cádiz,Bali,12798,Boeing 747,True,141883.7472,1053,773570.93,Mol_CaBa_10747,Jul23
MoldaviAir,Melbourne,Cádiz,20029,Boeing 747,True,244254.45616,1535,1205478.9,Mol_MeCa_10747,Jul23
FlyQ,Barcelona,Bali,13058,Airbus A380,True,163268.039168,1070,827810.29,Fly_BaBa_11380,Jul23
MoldaviAir,Melbourne,Bali,2779,Airbus A320,False,7114.795799999999,221,114091.09,Mol_MeBa_11320,Jul23
PamPangea,Londres,Ginebra,739,Boeing 747,False,8429.1818,69,45276.39,Pam_LoGi_10747,Jul23
FlyQ,Bali,Ginebra,12383,Boeing 737,True,32233.147128,1140,431919.46,Fly_BaGi_10737,Jul23
TabarAir,Nueva York,Londres,5566,Boeing 747,False,59333.56,391,331108.15,Tab_NuLo_10747,Jul23
PamPangea,Melbourne,Nueva York,16082,Airbus A380,True,212678.66048,1272,984231.35,Pam_MeNu_11380,Jul23
PamPangea,Bali,París,11980,Airbus A380,False,139873.688,818,761620.7,Pam_BaPa_11380,Jul23
Airnar,Los Angeles,Cádiz,9373,Airbus A320,True,25445.970368,799,372085.72,Air_LoCa_11320,Jul23
PamPangea,Nueva York,París,5835,Airbus A320,True,16754.8524,542,233354.57,Pam_NuPa_11320,Jul23
MoldaviAir,París,Bali,11980,Boeing 747,False,135369.208,818,692617.65,Mol_PaBa_10747,Jul23
Airnar,Cádiz,Los Angeles,9373,Airbus A320,True,26424.661536,799,353720.1,Air_CaLo_11320,Jul23
MoldaviAir,Cádiz,Cincinnati,6624,Airbus A320,True,17982.941184,600,269106.94,Mol_CaCi_11320,Jul23
PamPangea,Nueva York,Melbourne,16082,Boeing 737,True,43893.82483200001,1421,542829.28,Pam_NuMe_10737,Jul23
PamPangea,Londres,París,344,Boeing 747,False,3777.0512,42,19609.29,Pam_LoPa_10747,Jul23
TabarAir,Roma,Londres,1433,Boeing 737,False,3517.0119,128,49023.29,Tab_RoLo_10737,Jul23
PamPangea,París,Ginebra,411,Airbus A320,False,1093.5066,49,15931.06,Pam_PaGi_11320,Jul23
Airnar,Los Angeles,Cádiz,9373,Airbus A380,False,108351.88,644,611764.4,Air_LoCa_11380,Jul23
MoldaviAir,Melbourne,Londres,16900,Boeing 737,True,46980.64800000001,1483,590178.01,Mol_MeLo_10737,Jul23
Airnar,Los Angeles,Ginebra,9103,Boeing 747,False,106741.778,626,560428.11,Air_LoGi_10747,Jul23
FlyQ,Nueva York,Roma,6877,Airbus A320,True,18669.789632,618,277315.23,Fly_NuRo_11320,Jul23
FlyQ,Cincinnati,Nueva York,911,Airbus A380,False,11478.9644,80,55098.52,Fly_CiNu_11380,Jul23
MoldaviAir,Cincinnati,Cádiz,6624,Boeing 737,False,16096.32,523,228254.42,Mol_CiCa_10737,Jul23
PamPangea,Londres,Bali,12553,Boeing 737,True,33944.617512,1153,459486.33,Pam_LoBa_10737,Jul23
MoldaviAir,París,Londres,344,Boeing 737,False,852.6384,46,11693.64,Mol_PaLo_10737,Jul23
FlyQ,Barcelona,Bali,13058,Boeing 737,True,35310.19003200001,1191,453188.87,Fly_BaBa_10737,Jul23
TabarAir,Roma,Cincinnati,7480,Boeing 737,False,19630.512,588,254897.08,Tab_RoCi_10737,Jul23
Airnar,Cádiz,Ginebra,1725,Airbus A380,False,21137.46,135,113766.66,Air_CaGi_11380,Jul23
FlyQ,Bali,Ginebra,12383,Boeing 747,False,134642.8356,845,736291.3,Fly_BaGi_10747,Jul23
MoldaviAir,Cádiz,Londres,1716,Boeing 737,False,4461.7716,150,63275.55,Mol_CaLo_10737,Jul23
FlyQ,Roma,Ginebra,698,Airbus A320,False,1927.178,70,27145.6,Fly_RoGi_11320,Jul23
Airnar,Bali,París,11980,Airbus A380,False,152337.68,818,778584.98,Air_BaPa_11380,Jul23
TabarAir,Nueva York,Londres,5566,Boeing 747,False,64673.5804,391,325213.72,Tab_NuLo_10747,Jul23
FlyQ,Cincinnati,Nueva York,911,Airbus A380,False,11163.0296,80,55014.07,Fly_CiNu_11380,Jul23
FlyQ,Ginebra,Roma,698,Boeing 747,False,7812.714000000001,66,41597.45,Fly_GiRo_10747,Jul23
FlyQ,Nueva York,Roma,6877,Airbus A380,False,87447.93200000002,478,447764.71,Fly_NuRo_11380,Jul23
TabarAir,Nueva York,Los Angeles,3944,Airbus A380,False,46048.5664,282,236678.37,Tab_NuLo_11380,Jul23
FlyQ,Roma,Bali,12738,Boeing 747,True,145455.120096,1049,771843.82,Fly_RoBa_10747,Jul23
PamPangea,Nueva York,Bali,16589,Boeing 747,True,183912.2896,1305,984239.78,Pam_NuBa_10747,Jul23
MoldaviAir,Cádiz,Bali,12798,Boeing 737,True,32989.96771200001,1171,465657.11,Mol_CaBa_10737,Jul23
TabarAir,Londres,Ginebra,739,Boeing 747,False,7877.74,69,45206.99,Tab_LoGi_10747,Jul23
MoldaviAir,Cincinnati,Bali,15011,Boeing 737,True,41350.02112800001,1340,515796.09,Mol_CiBa_10737,Jul23
TabarAir,Ginebra,Roma,698,Airbus A320,False,1892.1384,70,28650.34,Tab_GiRo_11320,Jul23
TabarAir,Ginebra,Nueva York,6206,Boeing 747,False,68140.63880000002,433,371604.99,Tab_GiNu_10747,Jul23
Airnar,Bali,Cádiz,12798,Boeing 747,True,156072.12192,1053,740472.25,Air_BaCa_10747,Jul23
TabarAir,Cincinnati,Roma,7480,Airbus A320,True,20502.0816,662,280994.59,Tab_CiRo_11320,Jul23
Airnar,Cádiz,Ginebra,1725,Airbus A320,False,4632.8325,145,68485.48,Air_CaGi_11320,Jul23
FlyQ,Bali,Barcelona,13058,Boeing 747,True,146213.873312,1070,771962.49,Fly_BaBa_10747,Jul23
TabarAir,Los Angeles,Cincinnati,3073,Boeing 747,False,35706.4162,224,174196.4,Tab_LoCi_10747,Jul23
Airnar,Bali,París,11980,Boeing 747,False,135369.208,818,736402.34,Air_BaPa_10747,Jul23
FlyQ,Bali,Nueva York,16589,Airbus A380,True,199439.5936,1305,1010648.35,Fly_BaNu_11380,Jul23
PamPangea,Melbourne,Bali,2779,Airbus A320,False,7324.054499999999,221,114468.86,Pam_MeBa_11320,Jul23
FlyQ,Roma,Barcelona,859,Boeing 737,False,2275.2333,85,30500.19,Fly_RoBa_10737,Jul23
TabarAir,Ginebra,Roma,698,Airbus A380,False,8633.7016,66,45617.25,Tab_GiRo_11380,Jul23
Airnar,Bali,Cádiz,12798,Boeing 747,True,151815.609504,1053,778562.16,Air_BaCa_10747,Jul23
MoldaviAir,París,Bali,11980,Boeing 747,False,140477.48,818,685789.79,Mol_PaBa_10747,Jul23
PamPangea,Bali,Ginebra,12383,Boeing 747,False,137282.8912,845,752975.85,Pam_BaGi_10747,Jul23
TabarAir,Cincinnati,Ginebra,6969,Boeing 747,False,75032.4354,484,406522.36,Tab_CiGi_10747,Jul23
FlyQ,Cincinnati,Bali,15011,Boeing 737,True,38315.15719200001,1340,538532.82,Fly_CiBa_10737,Jul23
Airnar,Los Angeles,Bali,12845,Boeing 747,True,156645.2888,1056,737883.31,Air_LoBa_10747,Jul23
PamPangea,Londres,París,344,Airbus A380,False,3976.64,42,21978.39,Pam_LoPa_11380,Jul23
PamPangea,Ginebra,París,411,Boeing 747,False,4644.135600000001,47,23261.34,Pam_GiPa_10747,Jul23
TabarAir,Roma,Londres,1433,Airbus A320,False,3776.671499999999,123,55231.32,Tab_RoLo_11320,Jul23
Airnar,Ginebra,Cádiz,1725,Boeing 737,False,4569.007500000001,151,58328.92,Air_GiCa_10737,Jul23
FlyQ,Roma,Barcelona,859,Airbus A320,False,2156.09,82,34516.66,Fly_RoBa_11320,Jul23
FlyQ,Nueva York,Ginebra,6206,Airbus A380,False,71741.36,433,402180.68,Fly_NuGi_11380,Jul23
TabarAir,Londres,Cincinnati,6284,Boeing 747,False,68997.0632,438,388739.23,Tab_LoCi_10747,Jul23
PamPangea,Melbourne,Londres,16900,Airbus A380,True,207242.1312,1326,1020077.83,Pam_MeLo_11380,Jul23
Airnar,Ginebra,Cincinnati,6969,Airbus A380,False,80561.64,484,430887.93,Air_GiCi_11380,Jul23
TabarAir,Ginebra,Los Angeles,9103,Airbus A380,False,110492.214,626,586106.0,Tab_GiLo_11380,Jul23
MoldaviAir,Londres,Melbourne,16900,Boeing 737,True,46980.64800000001,1483,589514.5,Mol_LoMe_10737,Jul23
PamPangea,París,Nueva York,5835,Boeing 747,False,67177.18800000001,409,345865.39,Pam_PaNu_10747,Jul23
Airnar,Los Angeles,Bali,12845,Boeing 737,True,35058.83472000001,1175,459879.64,Air_LoBa_10737,Jul23
PamPangea,Bali,Ginebra,12383,Airbus A380,False,151736.3288,845,754396.85,Pam_BaGi_11380,Jul23
Airnar,Bali,Cincinnati,15011,Boeing 747,True,181395.565936,1200,925439.34,Air_BaCi_10747,Jul23
MoldaviAir,Cádiz,París,1447,Boeing 747,False,16350.5212,116,87697.76,Mol_CaPa_10747,Jul23
FlyQ,Barcelona,Roma,859,Boeing 747,False,9248.5094,77,51850.2,Fly_BaRo_10747,Jul23
Airnar,Cádiz,Ginebra,1725,Boeing 747,False,18572.385,135,98024.31,Air_CaGi_10747,Jul23
TabarAir,Los Angeles,Nueva York,3944,Airbus A380,False,45592.64,282,242736.89,Tab_LoNu_11380,Jul23
MoldaviAir,Bali,Londres,12553,Boeing 747,False,136491.2796,856,754865.31,Mol_BaLo_10747,Jul23
FlyQ,Bali,Barcelona,13058,Boeing 747,True,153452.183872,1070,767259.84,Fly_BaBa_10747,Jul23
MoldaviAir,Bali,Cincinnati,15011,Boeing 747,True,176403.027424,1200,889029.24,Mol_BaCi_10747,Jul23
PamPangea,París,Ginebra,411,Airbus A320,False,1052.2422,49,16699.5,Pam_PaGi_11320,Jul23
PamPangea,Melbourne,Ginebra,16674,Boeing 747,True,203340.09696,1311,960228.31,Pam_MeGi_10747,Jul23
MoldaviAir,Londres,Bali,12553,Boeing 737,True,32358.42043200001,1153,443525.46,Mol_LoBa_10737,Jul23
TabarAir,Cincinnati,Londres,6284,Boeing 747,False,72346.4352,438,388633.33,Tab_CiLo_10747,Jul23
PamPangea,Londres,Ginebra,739,Boeing 747,False,8665.514000000001,69,45604.94,Pam_LoGi_10747,Jul23
MoldaviAir,París,Cádiz,1447,Boeing 747,False,16350.5212,116,86590.26,Mol_PaCa_10747,Jul23
MoldaviAir,Londres,Melbourne,16900,Boeing 737,True,43563.87360000001,1483,573273.13,Mol_LoMe_10737,Jul23
Airnar,París,Los Angeles,9099,Airbus A320,True,23752.0296,779,351087.04,Air_PaLo_11320,Jul23
PamPangea,Bali,Ginebra,12383,Boeing 747,False,145203.058,845,730017.69,Pam_BaGi_10747,Jul23
Airnar,Bali,Cincinnati,15011,Boeing 737,True,38315.15719200001,1340,541046.15,Air_BaCi_10737,Jul23
TabarAir,Nueva York,Cincinnati,911,Airbus A320,False,2515.271,86,35221.25,Tab_NuCi_11320,Jul23
FlyQ,Ginebra,Cincinnati,6969,Airbus A380,False,87006.5712,484,421394.59,Fly_GiCi_11380,Jul23
MoldaviAir,París,Cincinnati,6370,Boeing 747,False,70620.368,444,381387.31,Mol_PaCi_10747,Jul23
PamPangea,Melbourne,Nueva York,16082,Boeing 737,True,41048.854704,1421,572531.65,Pam_MeNu_10737,Jul23
FlyQ,Bali,Roma,12738,Boeing 737,True,35410.62096000001,1167,432518.12,Fly_BaRo_10737,Jul23
TabarAir,Los Angeles,Nueva York,3944,Airbus A380,False,50151.904,282,252239.68,Tab_LoNu_11380,Jul23
PamPangea,Melbourne,Nueva York,16082,Airbus A380,True,199144.563904,1272,980506.48,Pam_MeNu_11380,Jul23
FlyQ,Barcelona,Nueva York,6170,Boeing 747,False,65772.2,431,354476.35,Fly_BaNu_10747,Jul23
Airnar,Los Angeles,Cádiz,9373,Boeing 747,False,108908.6362,644,566248.77,Air_LoCa_10747,Jul23
TabarAir,Cincinnati,Nueva York,911,Boeing 737,False,2390.8284,89,33220.25,Tab_CiNu_10737,Jul23
MoldaviAir,Londres,Bali,12553,Boeing 747,False,139167.5792,856,769301.31,Mol_LoBa_10747,Jul23
PamPangea,Ginebra,Melbourne,16674,Airbus A380,True,204470.727552,1311,1020433.16,Pam_GiMe_11380,Jul23
PamPangea,Nueva York,Bali,16589,Airbus A380,True,205422.781408,1305,1010627.87,Pam_NuBa_11380,Jul23
MoldaviAir,Melbourne,Londres,16900,Boeing 747,True,202348.9728,1326,951292.59,Mol_MeLo_10747,Jul23
FlyQ,Bali,Ginebra,12383,Boeing 747,False,132002.78,845,737309.74,Fly_BaGi_10747,Jul23
TabarAir,Cincinnati,Los Angeles,3073,Airbus A380,False,36589.5964,224,199560.62,Tab_CiLo_11380,Jul23
MoldaviAir,París,Cincinnati,6370,Airbus A320,True,16628.248,581,251198.92,Mol_PaCi_11320,Jul23
FlyQ,Ginebra,Roma,698,Boeing 737,False,1865.754,73,25109.21,Fly_GiRo_10737,Jul23
PamPangea,Nueva York,Bali,16589,Airbus A380,True,215394.761088,1305,1090004.19,Pam_NuBa_11380,Jul23
MoldaviAir,Cádiz,Cincinnati,6624,Boeing 737,False,16257.2832,523,231492.37,Mol_CaCi_10737,Jul23
MoldaviAir,Melbourne,Bali,2779,Airbus A380,False,34695.2592,205,182255.86,Mol_MeBa_11380,Jul23
Airnar,Los Angeles,París,9099,Boeing 737,False,23437.2042,711,337487.74,Air_LoPa_10737,Jul23
FlyQ,Bali,Roma,12738,Boeing 737,True,33157.21780800001,1167,452415.28,Fly_BaRo_10737,Jul23
TabarAir,Nueva York,Roma,6877,Airbus A320,True,18490.272424,618,258185.83,Tab_NuRo_11320,Jul23
TabarAir,Nueva York,Cincinnati,911,Airbus A380,False,10847.0948,80,56598.73,Tab_NuCi_11380,Jul23
Airnar,Ginebra,Cincinnati,6969,Boeing 747,False,81718.49400000002,484,428575.65,Air_GiCi_10747,Jul23
PamPangea,Nueva York,Ginebra,6206,Airbus A380,False,72458.7736,433,388889.16,Pam_NuGi_11380,Jul23
Airnar,Los Angeles,Cádiz,9373,Airbus A320,True,24711.951992,799,379400.67,Air_LoCa_11320,Jul23
MoldaviAir,París,Bali,11980,Boeing 747,False,130260.936,818,730762.59,Mol_PaBa_10747,Jul23
TabarAir,Los Angeles,Ginebra,9103,Boeing 747,False,102860.2588,626,530013.31,Tab_LoGi_10747,Jul23
Airnar,Bali,Ginebra,12383,Boeing 737,True,34423.74936000001,1140,447586.56,Air_BaGi_10737,Jul23
FlyQ,Barcelona,Roma,859,Airbus A320,False,2371.699,82,34125.26,Fly_BaRo_11320,Jul23
PamPangea,Melbourne,Londres,16900,Boeing 737,True,43136.7768,1483,617778.45,Pam_MeLo_10737,Jul23
TabarAir,Los Angeles,Cincinnati,3073,Airbus A320,False,7790.3623,242,124255.61,Tab_LoCi_11320,Jul23
TabarAir,Londres,Nueva York,5566,Boeing 747,False,59333.56,391,315513.96,Tab_LoNu_10747,Jul23
MoldaviAir,Bali,Londres,12553,Boeing 737,True,34579.09634400001,1153,429787.63,Mol_BaLo_10737,Jul23
PamPangea,Nueva York,Melbourne,16082,Airbus A380,True,199144.563904,1272,1013379.5,Pam_NuMe_11380,Jul23
TabarAir,Los Angeles,Ginebra,9103,Airbus A320,True,25188.219472,779,360454.69,Tab_LoGi_11320,Jul23
TabarAir,Cincinnati,Roma,7480,Airbus A380,False,86468.8,518,493674.99,Tab_CiRo_11380,Jul23
FlyQ,Barcelona,Nueva York,6170,Boeing 747,False,65772.2,431,362746.19,Fly_BaNu_10747,Jul23
FlyQ,Roma,Barcelona,859,Boeing 747,False,9431.6482,77,51362.91,Fly_RoBa_10747,Jul23
Airnar,Cádiz,Bali,12798,Boeing 737,True,35253.98510400001,1171,433137.13,Air_CaBa_10737,Jul23
TabarAir,Nueva York,Ginebra,6206,Airbus A320,True,16200.1424,569,244586.41,Tab_NuGi_11320,Jul23
TabarAir,Los Angeles,Roma,10077,Airbus A320,True,28409.400864,850,396700.91,Tab_LoRo_11320,Jul23
MoldaviAir,París,Londres,344,Airbus A320,False,941.1496,44,13757.64,Mol_PaLo_11320,Jul23
FlyQ,Bali,Roma,12738,Boeing 747,True,144042.934464,1049,782626.91,Fly_BaRo_10747,Jul23
Airnar,Los Angeles,Cádiz,9373,Boeing 747,False,103912.8272,644,532101.73,Air_LoCa_10747,Jul23
Airnar,París,Cádiz,1447,Airbus A320,False,3995.167,124,56429.25,Air_PaCa_11320,Jul23
FlyQ,Nueva York,Barcelona,6170,Airbus A380,False,72038.452,431,395722.26,Fly_NuBa_11380,Jul23
PamPangea,Londres,Melbourne,16900,Boeing 747,True,200475.3712,1326,1021461.86,Pam_LoMe_10747,Jul23
TabarAir,Ginebra,Londres,739,Airbus A380,False,9311.6956,69,44892.78,Tab_GiLo_11380,Jul23
FlyQ,Nueva York,Barcelona,6170,Airbus A380,False,76317.964,431,380038.65,Fly_NuBa_11380,Jul23
TabarAir,Nueva York,Ginebra,6206,Boeing 747,False,69463.75800000002,433,361401.34,Tab_NuGi_10747,Jul23
PamPangea,Bali,Ginebra,12383,Boeing 747,False,138602.919,845,707542.19,Pam_BaGi_10747,Jul23
PamPangea,Melbourne,Bali,2779,Airbus A380,False,33088.99720000001,205,173046.43,Pam_MeBa_11380,Jul23
PamPangea,Ginebra,Melbourne,16674,Boeing 747,True,188551.726272,1311,962913.63,Pam_GiMe_10747,Jul23
FlyQ,Nueva York,Roma,6877,Airbus A320,True,19567.375672,618,275515.64,Fly_NuRo_11320,Jul23
MoldaviAir,París,Melbourne,16925,Airbus A380,True,209583.4936,1328,1106479.18,Mol_PaMe_11380,Jul23
Airnar,Ginebra,Cádiz,1725,Boeing 737,False,4191.75,151,63863.39,Air_GiCa_10737,Jul23
FlyQ,Bali,Roma,12738,Boeing 747,True,141218.5632,1049,770608.78,Fly_BaRo_10747,Jul23
MoldaviAir,Londres,Cincinnati,6284,Boeing 737,False,15728.2236,497,218067.46,Mol_LoCi_10737,Jul23
Airnar,Ginebra,Cádiz,1725,Boeing 747,False,20043.465,135,100737.76,Air_GiCa_10747,Jul23
MoldaviAir,Bali,Londres,12553,Boeing 737,True,34261.856928,1153,450047.8,Mol_BaLo_10737,Jul23
PamPangea,Bali,Melbourne,2779,Airbus A320,False,6975.289999999999,221,106865.13,Pam_BaMe_11320,Jul23
PamPangea,Ginebra,Melbourne,16674,Boeing 737,True,44666.84476800001,1466,608938.16,Pam_GiMe_10737,Jul23
TabarAir,Ginebra,Cincinnati,6969,Airbus A320,True,20011.06536,624,271721.07,Tab_GiCi_11320,Jul23
TabarAir,Ginebra,Los Angeles,9103,Boeing 737,False,22783.8987,711,314159.35,Tab_GiLo_10737,Jul23
PamPangea,Bali,Nueva York,16589,Boeing 747,True,185751.412496,1305,962466.12,Pam_BaNu_10747,Jul23
PamPangea,Nueva York,Melbourne,16082,Airbus A380,True,195277.679168,1272,1011040.68,Pam_NuMe_11380,Jul23
Airnar,Ginebra,Cádiz,1725,Airbus A320,False,4762.725,145,64711.93,Air_GiCa_11320,Jul23
FlyQ,Ginebra,Bali,12383,Airbus A380,False,156030.7532,845,795002.13,Fly_GiBa_11380,Jul23
TabarAir,Los Angeles,Londres,8785,Airbus A320,True,24766.95312,756,340889.3,Tab_LoLo_11320,Jul23
MoldaviAir,Cincinnati,Londres,6284,Boeing 737,False,16491.7296,497,222424.54,Mol_CiLo_10737,Jul23
FlyQ,Roma,Cincinnati,7480,Airbus A320,True,19721.04992,662,285377.03,Fly_RoCi_11320,Jul23
TabarAir,Roma,Londres,1433,Boeing 747,False,15734.0534,115,86373.94,Tab_RoLo_10747,Jul23
Airnar,París,Los Angeles,9099,Boeing 737,False,22331.6757,711,317996.77,Air_PaLo_10737,Jul23
